rating,text
2,"Just like so many other remakes of great films, this is one that fails miserably on so many levels. First of all, Johnny Depp does not display near the wit nor the charisma that Gene Wlider did in the original. You actually see Willy Wonka before the big day arrives, which takes some of the mystery out of the character.

None of the characters are really enjoyable like in the first film. They seem to lack any real emotion or style. The special effects are overkill for the overtone of this story. It is almost like Walt Disney meets Timothy Leary. If you are a fan of the original, steer clear of this abomination."
2,"If you're looking for a remake of the original movie, you'll be greatly disappointed. I have no idea if it's closer to the book since I never read it, but I don't really care. Two of my friends were baked and they hated it also. Johnny Depp came no where near portraying this genuinely nutty recluse like Gene Wilder did, and the factory and oompaloompas did not have the magic, appeal or mystery of the original movie. And they removed one of the best scenes when charlie and his grandfather were floating from the fizzy lifting drink. The only really good scenes involved charlie's grandparents at home, they were really funny and I loved the one grandfather's comments about the other gold ticket winners. But in the end, i've never seen so many disappointed movie-goers.

If you really want to see it, save your 10 bucks and wait for the DVD."
2,"This movie version stunk! Yes, I know it was more to the book but having Johnny Depp??? Come on. Don't get me wrong, I do like Johnny Depp. He's had his share of good and bad movies but this another bad one (I don't think he can get any worse than Cry-Baby). Anyways, I do believe they could have done better for the role of Willy Wonka! Much better. You can really tell this was a Tim Burton movie. The coloring, the acting, and the sets. How about that house?? Seemed like one small touch to it and it would just fall like a deck of cards. How can Charlie really sleep with the roof open like that? (Yea, I know, it is a fantasy book) The Oompa Loompa scenes were terrible! It was interesting that the same guy played ALL of the Oompa Loompas but the dance scenes were just plain awful. Just another part which downgraded this movie. But back to the fact that he played ALL of the Oompa Loompas, would it have hurt to get more than ONE person to play the parts??!? At least in the Mel Stuart version, they got a bunch of them to play the parts and some of them couldn't speak English! OK, time for the good parts. Tough to do. I would give this movie an 8 for the special effects. The glass elevator for instance. Traveling throughout the factory and even through the town with rockets. Nice. So having the choice of the Mel Stuart version, which got away from the book a lot but good actors, or this new Tim Burton, which stuck to the book but bad choice of actors, I would still pick the Mel Stuart version in a second!! Sorry Roald Dahl!!"
2,"There is no way Tim Burton could make anything without some sicko slant to it (as here with a display parody of Disney's ""It's a Small, Small World"" display at Disney World melting with dolls seeming to bleed and becoming disfigured and ghoulish creatures to frighten children.

What was mild dis-ease in the original comes across as full-blown sickness in this Burton-ized bastardization. I don't know what trauma he suffered as a child, if any, but he seems hell-bent (literally) on inflicting it on other children with ""Corpse Brides"", making Halloween hellish and now this.

Don't allow this trash or anything else Tim Burton has anything to do with near your children. Period."
2,"All I can say that there can be no human alive who could possibly like this version over the original version with Gene Wilder. I actually liked the movie up until Johnny Depp appeared. From there on, it was terrible and I couldn't wait for the movie to be over. I don't know what Tim Burton/Johhny Depp were thinking. First, Willy Wonka shouldn't look like he is a 30 year old transvestite. Charlie's grandfather worked for Willy Wonka decades ago, so he should look somewhat middle aged. Next, Willy Wonka is supposed to be a genius. Johnny Depp plays him like a stupid eight year old kid. I don't believe for a second he is some kind of genius. Johnny Depp is neither a likable or funny character. He is just weird. Very few funny moments. Gene Wilder's performance, on the other hand, is fantastic. He captures oddness, with humor and intelligence. The Oompa Loompas songs were simply unbearable....just awful. The rest of the cast was actually good. All the children were pretty well played. I didn't like the parents much especially compared to the original version. Veruca's dad in the first movie was much more effective. Charlie and his family were well cast, especially Charlie.

All in all...very disappointing. It's a poor interpretation of the book and a disgrace compared to the first movie."
2,"Having watched this film in the cinema I can only say that it is a complete disappointment in comparison to the original one.

There are far too many unnecessary special affects. Apart from Johnny Depp the acting is terrible especially the girl that acts Veruca Salt, she sound as though well rehearsed without giving any personality to the character. The fact that all Ompa Lumpa are the same person really gets up your nerves and the songs are atrocious.

A very dim film, and having been a big fan of the book and the original film I can only say that it is a complete waste of time and money to see it."
2,"I'm sorry, but I totally missed the point of this film.. It seemed just like a slightly more sinister, CGI'ed rehash of the 1971 version... but all the charm taken out. There are very few deviations from the Mel Stuart script and what there is (Wonka's troubled childhood) doesn't hold much value.. Tim Burton seems to be holding back and not pursuing a clear vision with this film. Someone commented that thankfully the psychedelic boat ride had been taken out..? What?? That scene blew my mind as a kid.. way scarier than anything Tim Burton has managed to pull off.. The Umpa-Lumpas are CGI banality personified.. they are copy and paste versions of the same person scaled down to a 3rd normal height in Photoshop.. no character or humour, just stupid. Their songs were a rubbishy trip-hop flavour without any of the original's quirkiness ..and within the context of Tim Burton's otherwise song-less film, just pointless. Like the entire movie really."
2,"Witness me as I take this solemn vow: I hereby swear not to take my children to a theater and expose them to brainless pointless heartless bastardized rehashments of things I once held dear and loved, and have passes on to them in its original form to love as I have thus lining the pockets of talentless filmmakers and the Hollywood crap factories they work for thus promoting the demand for more of said substandard and unnecessary remakes.

Well Well Well. Not much to be said that hasn't been said already. First of all, Tim Burton Hasn't made a good movie since Ed Wood in 1994, and I don't foresee him ever returning to his original form. The preview for ""Corpse Bride"" that accompanies Wonka just proves that. It promises to be just a rehashing of The nightmare before Christmas. The first 20 minutes or so of this movie did have promise, especially David Kelly's performance as grandpa Joe. I know everyone will be comparing this movie more to the 1971 original adaptation rather than the book, but I cant help it. The Original was timeless, this version is extremely dated (note the hip-hopped up versions of the oompa loompa songs) the Wolper film might have strayed from the novel by adding in new songs and removing Charlie's father (Dahl himself suggested this), but it didn't invent and entire subplot such as Wonka's estranged father. The film is like someones dissertation of the story, attempting to dissect the character and explain his origins, something Dahl would have never done. The film was poorly directed, relying heavily on CGI effects. As pretty as they were they did nothing to enhance the story. When I first saw Augustus, I couldn't decide weather HE was a CGI effect or an actual actor. In fact, all the kids in this movie have a sort of eerie ""plastinated"" effect, they don't look human, Like they stepped out of the Mutter museum. My biggest problem came from Johnny Depps performance. He may be slightly more true to the character in the novel, But Gene Wilder definitely played the part better. Wilder's Wonka was subtle, sardonic, romantic, evoking Shakespeare, Keats, and Oscar Wilde. Depp appears to be on dope. If Burton wanted a wonka that sounded and acted like Dave Foley from the Kids in the Hall, he should have cast he became totally obnoxious after only a few minutes on screen, and from then on it was almost painful to watch. Sad. what do you expect? This is by far the worst summer for ""movies"" in my memory. Is is any mystery why attendance is dropping off in theaters? when 7 out of 10 movies are remakes and 10 out of 10 are terrible, why not save 50 bucks and head to the video store. May I suggest David Wolper's 1971 classic ""willy wonka and the chocolate factory"" starring the incomperable Gene Wilder in the title role? your welcome."
2,"Saw the premiere. Waste of time. Burton will prob do much better with corpse bride. It is along the lines of a nightmare before Christmas. but about Charlie. Depp was typical Depp. Burton was typical Burton. The story, however, was told better the first time WITH music. don't give me the story how this is not a remake, but a more accurate to the book telling. Who cares?? There are much worse movies that vary from the book that should have been re-made long before this one. At many points I found myself waiting for one of the famous lines or songs only to see this film try hard not to be the first film. I hope the dahl family enjoys their more accurate junk. I feel bad for all the families that will get sucked into seeing this garbage with the whole family. At todays rates....ouch!! Just buy a copy of the old movie, microwave some popcorn, and sing along with the family instead. Sleepy Hollow and Scissorhands it ain't."
2,"this has to be one of the worst movies i have seen this year (maybe ever). it seems that lately johnny depp has been exploring his feminine side (see 'pirates') but this is ridiculous! 'willy' could have easily passed for 'wilma'. it was a terrible 'take' on this character. the movie just wasn't funny. i didn't laugh once. i could hear the audience's fake chuckling during all of the 'gee, they meant this to be funny so i better laugh' parts. it was sad. the flashbacks to willy's upbringing were idiotic and added nothing to the story. it was what it was - filler. i could go on and on about this stinker but i won't due to time constraints. the saddest thing about this mess was the total disregard for the main idea in the book (and the first movie). that willy was in search of a child pure of heart to run his company. remember slugworth offering a reward for any 'gob stopper' that the children would give him (against willy's orders)? then charlie gives the gob stopper back to willy instead of slugworth, giving up untold riches - and proving he was honest and had the utmost integrity. it was the best part of the book and it still brings a tear to my eye. the new movie doesn't even touch upon this all-so-important life lesson. that honesty and integrity bring the biggest riches. but i will give credit where credit is due, and there was one thing i did like about the movie. the final credits - as this was the sign that i could finally leave the theater."
2,"Once again, we are subjected to greed and self promotion as another classic gets copied by today's filmmakers who shamelessly abandon creativity.

First of all, let me get this off my massive chest. Yes, it is a REMAKE. The original was made in 1971. The arguments about the changing of the title or that it is closer to the book have no merit. It is a COPY of the 1971 classic with the SAME characters and basic storyline.

Johnny Depp's performance falls so far short of Gene Wilder's and this is obvious to everyone. Wilder's wild, eccentric, poetic, unpredictable style was superior to Depp's reclusive, socially-moronic, mumbling, flashbacking attempt. Speaking of flashbacking, was that really necessary? Christopher Lee is a fantastic actor but this is wasted on one of today's ideas of having to pick through the origin of some of the best misunderstood characters in entertainment. Why oh why do people feel the need to go back in time to see Darth Vader, the Grinch, and now Wonka's child highlights when leaving it all alone is much more mysterious?

The kids......2005 Charlie looks like an imp with over sized ears. Whenever I look at him I just can't get by those bat-wings! 2005 Verucca, though cute and talented, was nowhere near as bratty as the original. Making 2005 Mike Teevee a video game freak was to be in touch with the times, the original Mike was still superior. The original Violet was more obnoxious which equals better. This new one with the win-at-all-costs mentality falls short.

The CG-generated Oompa Loompas were a lame joke. Mass producing that goofy looking filipino was totally lame. Though their songs were taken from the book, I thought the Augustus one was OK but I remain faithful to the original Loompa songs which were far superior, humorous and ingenious. I also remain faithful to the original 1971 movie which filled me with magic and adventure as a child.

I also remain faithful to the original in terms of grading. 2005, made for the ignorant who missed the first one, is a failure. 2 out of 10 stars."
2,"The original Gene Wilder film is superb and original. A classic of its time, we have a saying in England ""if it ain't broke don't fix it"". Johnny Depp who is a brilliant actor gave me the creeps in this new version, I did not feel comfortable with my young children watching such a weird character. The props and sets are better than the original, but so they should be. Gene Wilder in the original film came across as an eccentric recluse, which was fine. This Tim Burton version went back into Willy Wonkers childhood, which I found confirmed the weirdness of the Willy Wonker/Johnny Depp part. The magic and charm of the original film, its script and story line should have been left along with the now carbon copied Oopa Loompa's."
2,"I went into this movie wanting to like it, but after about 30 minutes I could see it was another Tim Burton-fest devoid of heart. The sets looked like Batman/Beetle Juice makeovers and overall the movie was FLAT FLAT FLAT. Burton is all about the visual and minor things like acting and story are secondary, to say nothing about his lack of understatement, which would more intimately involve the viewer.

Mostly, there's no >sweetness< in any of his recent movies.

I think there once might have been, but it's been lost somehow. The teaming with Depp and Elfman just isn't working for me anymore. Gene Wilder runs rings around Depp with his slightly-crazed/funny and yet touching portrayal of Willy Wonka. I don't really know why I'm writing this, but Burton has missed the point again."
2,"First off let me say I am a huge fan of the original Charlie and the Chocolate Factory. In 1st grade my teacher read the class the book. What made the first movie such a masterpiece was Gene Wilder's excellent performance. His version of Willy was smart, witty, extravagant, and clever. The whole movie was filled with extraordinary things that Wonka had something clever to say about. The classic also taught a moral lesson and showed what happened to spoiled, gluttonous, and TV addicted kids. The reason why I despised the remake is this; Willy Wonka was not any of the things listed above, he was insane and rude. He was just making rude comments to the children the whole movie and saying things that made no sense. Another thing that bothered me is that every time the words 'parents' or 'family' is mentioned Johnny Depp looks like he is going to vomit! The story is not about a candy maker's relationship with his father, it is about a fantasy candy land! I did not go into the theater expecting the remake to be better then the original but I was hoping for it to be good since it had Tim Burton directing it and Johnny Depp playing the role of Willy Wonka. Most remakes take away things from the original and add different things. In the case of this movie it was exactly like the original only missing the cleverness, the excellent music and dance scenes, good acting, a wonderful main character, and originality. On a scale form 1   10 if the original is 8, the remake scores a 2. I would suggest not seeing it."
2,"My mom and I walked out on this movie. I love comedies like There's Something about Mary, the Mask, etc. I liked Pirates of the Caribbean, too. I generally like Johnny Depp. Though this movie was occasionally slightly humorous, it mostly just dragged and was creepy. It pales in comparison to the original. A young kid behind us was crying because one part was so freaky. I wouldn't recommend taking young children to this movie. Besides, most of the few funny parts were adult humor (not sexual or anything bad, but just too mature for children). I rate this movie a 2 out of 10. It tried to be really clever, but I wasn't impressed."
2,I am so glad that we did not take the children to see this film. The opening scene of the children going to the factory for the prize of seeing the factory was a little unsettling. The children with the adult walked into the factory to meet Mr. Wonka. The puppets started to sing and move around after a while they moved around the puppets burst into flames then the puppet's eyeball melted out of its head. That was the beginning of 1 out of 6 very weird things not for the under 10 crowd. Mr Wonka seemed to have at first emotional problems relating to family that worked out later but did not need to be addressed in a child's film. Every time that he tried to say the word Father or family he acted like he was going to throw up. My younger children who love the other film would not be able to understand this adult concept nor should they have a reason to.
2,"This is a movie to be forgotten, don't even think of seeing it. It is a disgraceful remake of one of this centuries best movies. The changes and deletions from the original detract so painfully that no present day special effects and fancy ideas can mend it. Depp, you sure made a mistake taking this part. Freddie Highmore, I wish a great future, charming on screen presence. When will Director's and Producers of today actually realise that there back-room thinking never comes to fruition on the big screen. If you want to endeavor this one right, you simply start with Gene Wilder and Peter Ostrum and bring the Wonka Factory into the Present Day, you simply cannot go wrong."
2,"I was very disappointed in the movie. Johnny Depp was more like a demented robot than a real character. The children's characters were not complete and poor imitations of their 1971 predecessors'. This is one of the times when less would have been more, even for Tim Burton it was too flamboyant. The oompa-loom-pa had very little character and seemed mean and nasty. The squirrel thing seemed more like a rip off of the ice-age popularity. Thankfully the original film is on DVD as I am sure this will be soon. I did like the Grandpa Joe character. All the characters were played from an evil point of view and where was Slugworth?"
2,"Was it just me or did Johnny Depp sound exactly like Michael Jackson? Even the billboard I saw after viewing the movie reminded me of the MJ look. I've always been a Johnny Depp fan, but I can't give him high marks for this one. The film had highlights of added humor and far more flashbacks than the life of Charlie. Wonka is depicted as a lunatic and the film lacks a good moral story. The humor in some scenes revolves around immoral acts such as Charlie's father stealing caps from the toothpaste factory.

Slugworth didn't lurk around each golden ticket winner, so there wasn't any temptation for the children to be deceptive. Instead the film revealed that all of the children were ""rotten"". This area of the film perturbed me. There was no character building, learning from mistakes, or any scruples to to this wonka story except, ""you won Charlie because you were the least rotten kid""

The classic songs were replaced with either flashbacks or humorous antics such as the grampa dancing like the Six Flags Commercials.

As the children enter the factory there was this somewhat amusing set up with singing toy dolls, yet it self-destructs and the toys catch on fire. You could literally see the dolls melt and eyeballs sliding off! Once that happened, it was not amusing but sick. Willy wonka was right there behind them, ready to pull out his cue cards to begin the explanation of his factory, you would think he would know what to say, but for some reason his role in this film was to be the look alike MJ insane guy, with a horrible father who would not allow him to eat chocolate. As far as I could tell that was the only reason he ran away from home.

Gene Wilder from the original was not insane, but funny, goofy, playful, and serious when it came to someone stealing his ingredients. On the other hand Depp just didn't like kids and really expressed that with Mike TV when he kept pretending that he didn't even hear him.

Other than Mike bringing his wimpy dad and Violet bringing her baton twirling mom, the others brought the same gender of parent as the original. The differences were in acting abilities. Other than Mike TV and Charlie, the kids did not act with as much intensity as the original and the parents did not show a great sense of loss or love as their children were stretched or juiced. It seemed as if they went along with Wonka and knew their kids were rotten. For example, Augustus's mom didn't scream out like she did in the first one as he is being sucked up through a pipe. Veruca's father had to be pushed into the ""bad nut"" shoot by a squirrel. Yes I said squirrel. They changed the 'golden egg' to nuts and a bunch of nut crackers - squirrels. The motif of insanity is played on in that scene. Mike TV did not say anything once he was removed from the TV by his father as a little person. His father didn't reflect much facial emotion when they announced he would need to go through the taffy puller machine. The Granpa was OK, but not as 'into' it as the first one. Veruca didn't put her whole heart into being the spoiled brat, she was a little better when she was trying to get a squirrel, but once they carried her to the shoot, her acting abilities were lessened.

The Oompa Loompas were all the same guy - just duplicated and were not midgets, but little men. Their music was different and included many wardrobe changes and even swimming formation acts. They sang after each child disobeyed and made up a song including their name. They left out the Oompa Loompa song - one of my favorites. The oompa loompa also posed as Wonka's psychologist, another indication that Wonka was a little off.

The improvements were the special effects of the elevator and utilizing it during several scenes instead of just the last one. Also, showing the characters leave the factory at the end, was an added plus.

The bubble scene where Charlie and Grandpa fly up was not on this film, and most likely because that was a character building part of the original, where Charlie learned from his mistake and did the good deed giving back the gobstopper. He showed honesty, bravery, and selflessness Burton's film did not show that heart, softer side. It was all about colors.

The added storyline was the relationship between Wonka and his father, which was less than entertaining. Every time there was a flashback, Wonka would black out, thus indicating his further entrapment to insanity. He was reunited with his father at the end of the movie and found enough forgiveness to accept Charlie's family into his factory, but they still kept their little crooked house and moved it into the factory. That was strange - you would think they would have given that up! The other added story was how Wonka found the Oompa Loompas and saved them, yet made them his slaves for chocolate.

Overall I did not see a real moral strength to this film, but merely colors, lights, and sounds... but even the sounds weren't as good as the classic music featured in the original. The children were made out to be brats, with Charlie being the ""less rotten"" of the bunch thus winning the prize. So it would seem it is a typical Hollywood film reflecting what our society, or is it a reflection of what our future holds... uncaring parents, rotten children, and no emphasis on morals."
2,"To be honest I was rather sceptical of the decision to remake such a classic film that has influenced the lives of so many. No-one could ever replace Gene Wilder's embodiment of Willy Wonka and sadly I feel that Johnny Depp failed to.

Depp's characterisation of Wonka seems to be a blend of a Jim Carrey style slapstick caricature mixed with Michael Jackson's 'the child that never grew up' sad underlying personality defects. If this was what the Director was aiming for, Carey would have been far better suited to the role.

The Oompa Loompa tunes and lyrics are an integral part of our culture   how dare they be tampered with! Frankly I think that, other than the technological improvements in terms of production, Charlie and the Chocolate Factory adds nothing the films legacy. An entire generation of youngsters will grow up without ""living in happiness too, like the oompa loompa doopady doo."" It is worth seeing simply to appreciate the fine work achieved in the original. If it ain't broke   don't fix it."
2,i knew this film was gonna be crap before i saw it but i was talked into it and sure enough..it was crap!!! very boring and poorly directed! i can't believe any1 actually enjoyed it!! well maybe kids will like it!! charlie and his family speak with a British accent yet they always use American terms such as 'candy bar' and 'yippee' etc..gets very annoying!! and the oompa loompas? or shud i say..oompa loompa..it is the same character for each one..gets very annoying!!! all in all poor film...one thing that makes it a bit bearable is johnny depp is quite funny sometimes as willy wonka!!! i think kids will like it though!!
2,"I am a huge fan of the original Willy Wonka, and Gene Wilder was a genius in it. He gave the film a beautiful, heartwarming glimpse into the heart of an adult/child. Johnny Depp was absolutely horrible. It was an over dramatized version of play acting. I kept looking at my watch to see when this torture would end. If I hadn't been there with my 9 year old daughter, I would have left after the first hour. If you haven't seen the original, run out and watch it first. The oompah loompah's were so much better and all unique. The kids were better, etc... And, the grandparent's in this new version....jumping out of bed and doing a jig was really over the top. Give me a big break here. Save your $$$ on this one, really."
2,"Perhaps die-hard Burton and Depp fans will find this remake worth watching. I expected a family film, and found a dark interpretation of the Dahl children's book. Depp seems to have found his inspiration for Wonka in Michael Jackson and imitates him almost perfectly - down to the falsetto voice, glasses, and gloves. This Wonka does not like children or their parents and has bizarre flashbacks to his own unhappy childhood (not in the book). Some of the special effects are noteworthy but overall, this is not a happy film. The boy who plays Charlie is a bright spot in this dark film. If you are into goth, Burton, and maybe - art films? you may be satisfied. For me the spirit of the novel was violated and a lot of money was wasted on another remake."
